2026-02-01 00:01:47 | WARN | api | Slow response detected (1208ms) endpoint=/payments/refund (env=prod, region=eu-west-1, ip=64.227.100.165, request_id=1brwzyofn4icfk4g, trace_id=06fij5dng9nlvl1ntxq7eitl, ua="curl/8.4.0")
2026-02-01 06:46:46 | WARN | api | Retrying request to upstream service attempt=4 (env=staging, region=me-south-1, ip=159.40.26.98, request_id=dujk0gpe4aibym75, trace_id=6kz5j6qux87rcauhmnwqlalz, ua="curl/8.4.0")
2026-02-01 06:50:29 | WARN | api | High memory usage warning mem=60% (env=prod, region=eu-west-1, ip=12.18.241.143, request_id=ro6f3vubmdba3bti, trace_id=kuniv69vl8wm6u2iqq34v0gp, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:52:22 | WARN | api | Elevated error rate observed window_s=30 rate=5.1% (env=staging, region=ap-southeast-1, ip=167.195.47.232, request_id=1csm7q66hkoqjvol, trace_id=d859qv3fxqe0lh6qgrg3ceh8, ua="PostmanRuntime/7.36.0")
2026-02-01 06:53:15 | WARN | api | Queue backlog growing size=6098 (env=prod, region=ap-southeast-1, ip=243.75.176.192, request_id=z3ra5jarxoct1375, trace_id=30hyqbrx4avlqqrj24imsi2s, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:53:56 | WARN | api | Slow response detected (2797ms) endpoint=/inventory/SKU12709 (env=prod, region=us-east-1, ip=173.30.246.218, request_id=4k8hbrravnryak27, trace_id=2a2u2agou56mneec7bpdsgh4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:55:30 | WARN | api | Temporary network jitter detected rtt_ms=716 (env=prod, region=eu-west-1, ip=83.59.214.186, request_id=jjqrmwvavgysjhyu, trace_id=0yrbhbp5n3wuvp49mi38mzb8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:57:49 | WARN | api | Slow response detected (950ms) endpoint=/orders/6549 (env=prod, region=ap-southeast-1, ip=193.23.53.11, request_id=1p31hx2k8h8nqu23, trace_id=xiiovqj3y7s0scve2tgat4vp, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:58:09 | WARN | api | High memory usage warning mem=91% (env=prod, region=ap-southeast-1, ip=36.9.126.191, request_id=abtu4v8uyr8p621t, trace_id=gwm9ryf2ua8t6l4xgpbzrju6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:00:39 | WARN | api | Elevated error rate observed window_s=120 rate=8.3% (env=staging, region=us-east-1, ip=134.43.177.48, request_id=4hx6zfmbgzcr2a6f, trace_id=ahyltsaibe1j8fh83nlpwz9j, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:01:45 | WARN | api | Circuit breaker half-open dependency=kms (env=prod, region=ap-southeast-1, ip=91.208.137.120, request_id=0vjimcxu2y1b2nb1, trace_id=qqewva9etbsv0rln42fnqevf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:03:10 | WARN | api | Elevated error rate observed window_s=30 rate=8.8% (env=prod, region=us-east-1, ip=80.176.34.88, request_id=1q11by9kv2dmpmo7, trace_id=hxmfd4boq0i7h2da8ocgpl5m, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:03:50 | WARN | api | High memory usage warning mem=85% (env=dev, region=eu-west-1, ip=112.92.55.94, request_id=cr7upczpok9w4yzo, trace_id=e0hvbsyelzgvl7wa971zvqfl, ua="curl/8.4.0")
2026-02-01 07:05:07 | WARN | api | Queue backlog growing size=9471 (env=prod, region=us-east-1, ip=182.54.189.33, request_id=07ev6esqi9cjqccj, trace_id=gp98y7jpqqx4370u3e5ypqqy, ua="curl/8.4.0")
2026-02-01 07:05:36 | WARN | api | Payment provider latency high (2970ms) (env=dev, region=me-south-1, ip=117.53.43.239, request_id=ojyd0vxgnwf9fdr7, trace_id=z1yl6cm37suy7arz1g53w3o9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:06:18 | WARN | api | Retrying request to upstream service attempt=3 (env=prod, region=us-east-1, ip=43.185.54.118, request_id=brmvm4obw0fj10bd, trace_id=ovt5yttdq8tqhrt72szxb9x9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:07:26 | WARN | api | Slow response detected (3302ms) endpoint=/orders/7844 (env=prod, region=us-east-1, ip=83.74.11.252, request_id=7lmaezh1zie6vcrg, trace_id=3xb59tuebcku19pk2eun3co5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:08:40 | WARN | api | Retrying request to upstream service attempt=2 (env=prod, region=eu-west-1, ip=94.172.125.179, request_id=rykrq924atvgflg7, trace_id=op2tmcgpwul4n1f8a2lbvt6z, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:11:00 | WARN | api | Payment provider latency high (1945ms) (env=prod, region=eu-west-1, ip=160.100.77.218, request_id=rtdlp4hps3pp3r48, trace_id=fa53zrktk6nb3n1f47f1z00e, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:11:08 | WARN | api | Payment provider latency high (3495ms) (env=dev, region=ap-southeast-1, ip=8.81.78.151, request_id=zt2g9q4883ym8uqt, trace_id=26eko896dteyrmyhntx52h3p, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:11:34 | WARN | api | Elevated error rate observed window_s=30 rate=9.8% (env=prod, region=me-south-1, ip=153.51.146.37, request_id=gpknhctaeh1qnr3p, trace_id=l3bfveck5qy538y93i7i9rvf, ua="curl/8.4.0")
2026-02-01 07:11:44 | WARN | api | High memory usage warning mem=60% (env=prod, region=us-east-1, ip=86.124.71.138, request_id=1z073i5rjrtdvbuh, trace_id=4ba0kbxj42pdkhbsg4eg0w8h, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:12:28 | WARN | api | Circuit breaker half-open dependency=search-index (env=prod, region=me-south-1, ip=152.14.10.114, request_id=d4rbdc82y953d2gv, trace_id=iszqu6sfcudzpxi83pk4batt, ua="PostmanRuntime/7.36.0")
2026-02-01 07:15:11 | WARN | api | Payment provider latency high (3340ms) (env=dev, region=ap-southeast-1, ip=152.177.152.61, request_id=pgzix7ctfun0p6dl, trace_id=2dmc6x5zi5e4p8h7c4ivadsj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:15:27 | WARN | api | Slow response detected (2221ms) endpoint=/payments/refund (env=prod, region=eu-west-1, ip=136.161.67.229, request_id=yyex7pduv9q5solo, trace_id=q8jjx6p6uwxev7ixkil5f441, ua="PostmanRuntime/7.36.0")
2026-02-01 07:16:20 | WARN | api | High memory usage warning mem=91% (env=prod, region=ap-southeast-1, ip=111.116.152.250, request_id=fkxtr4kpuufz7lyd, trace_id=x13qkogh637df88kq44tmout, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:18:19 | WARN | api | Payment provider latency high (121ms) (env=prod, region=ap-southeast-1, ip=242.117.139.122, request_id=kvehbtxq3nrovjcb, trace_id=5fskxa5kwlep5sihjd7jzlei, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:18:25 | WARN | api | High memory usage warning mem=67% (env=prod, region=us-east-1, ip=98.139.59.8, request_id=86m7okl2fiohw7dr, trace_id=5cu1kz42vp85j1c0v6ef0j9i, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:21:20 | WARN | api | Slow response detected (1187ms) endpoint=/health (env=prod, region=us-east-1, ip=236.4.206.251, request_id=m57b9vnbyspjtuic, trace_id=t6whktvmxwmlowa3rp23mqy7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:22:26 | WARN | api | Queue backlog growing size=3088 (env=staging, region=eu-west-1, ip=133.237.250.66, request_id=7sai7urazpsyt6d3, trace_id=0sv3qs4n0t982asup4qr7l89, ua="curl/8.4.0")
2026-02-01 07:24:25 | WARN | api | Payment provider latency high (458ms) (env=prod, region=eu-west-1, ip=197.188.130.157, request_id=yhmtcjylklel4gev, trace_id=pekc3ib3dg7thjcxbaco77j0, ua="PostmanRuntime/7.36.0")
2026-02-01 07:25:13 | WARN | api | Queue backlog growing size=9639 (env=prod, region=us-east-1, ip=148.124.70.151, request_id=aj3iazhqs1ffih39, trace_id=p86b3ml2l3r34dyt3xi9gtlq, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:25:45 | WARN | api | Payment provider latency high (324ms) (env=prod, region=ap-southeast-1, ip=80.32.41.9, request_id=9kr370bpx48ia1iu, trace_id=w5r5si89s2gn22p9441o8xf6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:28:12 | WARN | api | Slow response detected (124ms) endpoint=/payments/refund (env=staging, region=ap-southeast-1, ip=79.190.213.187, request_id=odcsfvyynu4s6mg3, trace_id=o31aoeexcb0iwfghygxkkddh, ua="curl/8.4.0")
2026-02-01 07:30:59 | WARN | api | Payment provider latency high (2133ms) (env=prod, region=us-east-1, ip=237.161.6.242, request_id=vtbmou0uskuf3vie, trace_id=708bs8q1igsffge9kuicjbb1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:31:53 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=staging, region=us-east-1, ip=192.118.8.164, request_id=8nl8ri162e6s2fxi, trace_id=x07m8k6az44wfvgg4fgi9wpf, ua="PostmanRuntime/7.36.0")
2026-02-01 07:32:09 | WARN | api | Rate limit nearing threshold remaining=49 (env=prod, region=ap-southeast-1, ip=230.185.245.92, request_id=0p89yijokk7ztoxc, trace_id=cltaq1f6n2wvybjehh8985v9, ua="PostmanRuntime/7.36.0")
2026-02-01 07:32:23 | WARN | api | Slow response detected (851ms) endpoint=/health (env=staging, region=ap-southeast-1, ip=140.161.40.55, request_id=yqpm39t1hc1trd5k, trace_id=m5qveex590khze2kxbbz3u8b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:33:13 | WARN | api | Rate limit nearing threshold remaining=49 (env=dev, region=ap-southeast-1, ip=132.201.38.252, request_id=1j86dx4bj3bmpimh, trace_id=yc95v26i6iq60frznz31dhni, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:35:09 | WARN | api | Disk usage above 80% disk=82% (env=prod, region=us-east-1, ip=243.22.212.164, request_id=qqx5kqqb0rb73abm, trace_id=vvcc7jwoa4dt4j6yxpm1arrw, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:38:21 | WARN | api | Retrying request to upstream service attempt=4 (env=staging, region=me-south-1, ip=54.247.60.35, request_id=kr36tfr6td6f870w, trace_id=huzo02l3tvcg3fbb65fyz5ff, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:39:52 | WARN | api | Rate limit nearing threshold remaining=49 (env=staging, region=me-south-1, ip=151.107.188.98, request_id=b1pgz8hzfbq9cfv5, trace_id=u92frzzj3vpvqt7462tf0n5k, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:40:12 | WARN | api | High memory usage warning mem=70% (env=prod, region=eu-west-1, ip=131.177.61.222, request_id=7p8uyoshfriicube, trace_id=0umkzfsuevmhgsd3p89flkkg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:43:43 | WARN | api | High memory usage warning mem=74% (env=prod, region=ap-southeast-1, ip=26.93.175.10, request_id=zhwf0mjgo1i8f1n2, trace_id=769kcmt5uaapw2jvcfi6gbwg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:43:55 | WARN | api | Rate limit nearing threshold remaining=18 (env=prod, region=eu-west-1, ip=69.128.164.169, request_id=mj6zq345acgnnebr, trace_id=qvhze0cdrq3iosy6w4dp5rvk, ua="PostmanRuntime/7.36.0")
2026-02-01 07:53:52 | WARN | api | Temporary network jitter detected rtt_ms=525 (env=prod, region=eu-west-1, ip=240.23.2.151, request_id=7bgb44w7zt5osoc6, trace_id=o56pnp17zifhi1q9aw42ecsq, ua="PostmanRuntime/7.36.0")
2026-02-01 07:55:58 | WARN | api | Elevated error rate observed window_s=30 rate=1.1% (env=prod, region=eu-west-1, ip=5.241.39.98, request_id=1yyubs1yv0z9pgzu, trace_id=rblu0prt1hgojv5wo8x9etkw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:56:03 | WARN | api | Circuit breaker half-open dependency=orders-api (env=prod, region=eu-west-1, ip=53.133.216.92, request_id=xlsn59144mu3d1fd, trace_id=lilrer6uxavrllfyqwrkd1du, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:56:18 | WARN | api | Disk usage above 80% disk=91% (env=prod, region=eu-west-1, ip=239.19.209.27, request_id=zeqjzqcq5bi08lv6, trace_id=3bd68xld15co22ptljyxcxwl, ua="curl/8.4.0")
2026-02-01 07:57:05 | WARN | api | Slow response detected (2258ms) endpoint=/admin/config (env=prod, region=ap-southeast-1, ip=197.87.235.248, request_id=ujenxle0xg6jbm8s, trace_id=9u5wrbx8d6fjndanpzfbg9u1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:59:25 | WARN | api | Disk usage above 80% disk=88% (env=prod, region=ap-southeast-1, ip=12.58.249.202, request_id=jxo168odxy0i9dno, trace_id=qocjhjne6twkg61pdbpksff1, ua="curl/8.4.0")
2026-02-01 07:59:50 | WARN | api | Circuit breaker half-open dependency=stripe (env=prod, region=ap-southeast-1, ip=70.2.164.70, request_id=cjf554vsy3myd6d6, trace_id=0tulvmsgrjye778dam5de69w, ua="PostmanRuntime/7.36.0")
2026-02-01 08:00:26 | WARN | api | Rate limit nearing threshold remaining=6 (env=dev, region=me-south-1, ip=134.109.138.146, request_id=20a0bn6668iyg0yx, trace_id=qigg6vmt7udd4shlgdwfi2al, ua="curl/8.4.0")
2026-02-01 08:01:25 | WARN | api | Payment provider latency high (2053ms) (env=prod, region=me-south-1, ip=249.124.162.196, request_id=o8tz5wr4lee5zf8k, trace_id=jd9zko4afw1dsbkjowniy0pe, ua="curl/8.4.0")
2026-02-01 08:03:24 | WARN | api | Retrying request to upstream service attempt=3 (env=prod, region=us-east-1, ip=170.64.40.146, request_id=cgieeqlhukc53n29, trace_id=7q7yycosx1p684l5l2rwvbsk, ua="curl/8.4.0")
2026-02-01 08:05:19 | WARN | api | Payment provider latency high (997ms) (env=prod, region=eu-west-1, ip=149.2.167.16, request_id=213v6zcldrwfqoyz, trace_id=nqkwr87ovszb8d490dj6lw90, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:05:48 | WARN | api | Retrying request to upstream service attempt=1 (env=prod, region=ap-southeast-1, ip=102.252.201.136, request_id=mwga2d20b2ugt9zu, trace_id=qsrqm5i42nejcebh60jcnxmb, ua="PostmanRuntime/7.36.0")
2026-02-01 08:07:59 | WARN | api | Slow response detected (2117ms) endpoint=/analytics/event (env=dev, region=ap-southeast-1, ip=120.84.27.118, request_id=yr1zywjl38ijsqmf, trace_id=jc5updxj3oue3bldnwsfvd5p, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:10:36 | WARN | api | High memory usage warning mem=80% (env=dev, region=ap-southeast-1, ip=63.188.116.136, request_id=opfv5jdhzcir4xmi, trace_id=he33jhs9xcrpb9129onc8muf, ua="curl/8.4.0")
2026-02-01 08:11:24 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=prod, region=ap-southeast-1, ip=139.151.250.84, request_id=yse71unc1j2fn140, trace_id=0xtvway398xy5cuoujjqe1hn, ua="curl/8.4.0")
2026-02-01 08:14:08 | WARN | api | Rate limit nearing threshold remaining=34 (env=prod, region=us-east-1, ip=51.151.34.178, request_id=zvfdrt0d13lcy0t9, trace_id=cebgyuoxawxsv4rh66aicr0e, ua="curl/8.4.0")
2026-02-01 08:14:29 | WARN | api | Elevated error rate observed window_s=60 rate=6.8% (env=prod, region=eu-west-1, ip=135.132.17.248, request_id=nychbb47pifo4uk1, trace_id=gn5i5h0sx2wzoex3eelibl1w, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:16:48 | WARN | api | Slow response detected (3385ms) endpoint=/logout (env=prod, region=eu-west-1, ip=167.207.197.1, request_id=hppn2zhx2tmgf6gm, trace_id=ef6ehctplxsqtbidl1yi1m97, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:19:33 | WARN | api | Rate limit nearing threshold remaining=10 (env=staging, region=us-east-1, ip=215.249.9.179, request_id=6izseur5du2eg8l8, trace_id=pkf4fiyrfkrq4qxkvgv3g0vs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:24:26 | WARN | api | High memory usage warning mem=77% (env=prod, region=us-east-1, ip=169.134.83.155, request_id=yzmayync0zztzjuk, trace_id=ue3eyjreg0m61lsxylg3daux, ua="PostmanRuntime/7.36.0")
2026-02-01 08:28:04 | WARN | api | Slow response detected (2029ms) endpoint=/payments/charge (env=prod, region=us-east-1, ip=51.165.26.23, request_id=swqbmabsi7ogul72, trace_id=rlhrymw65lc8u2vgnx5t46c1, ua="PostmanRuntime/7.36.0")
2026-02-01 08:31:12 | WARN | api | Circuit breaker half-open dependency=stripe (env=prod, region=eu-west-1, ip=20.28.208.148, request_id=6f98a56ohzo8e471, trace_id=bmicd3r71zaz6x8dr51o89gm, ua="PostmanRuntime/7.36.0")
2026-02-01 08:33:18 | WARN | api | Payment provider latency high (3009ms) (env=staging, region=ap-southeast-1, ip=8.38.193.105, request_id=xuzwy1z4npz8i89q, trace_id=biu0tgfnk8ye0mdfxr1dgi10, ua="PostmanRuntime/7.36.0")
2026-02-01 08:34:14 | WARN | api | Circuit breaker half-open dependency=redis (env=dev, region=eu-west-1, ip=208.30.84.15, request_id=7rr4y01w4lnhre0k, trace_id=intf5ojrnz84yuxnbmcqsvd4, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:35:11 | WARN | api | Queue backlog growing size=6040 (env=prod, region=me-south-1, ip=184.151.15.144, request_id=mur4y7r2apdjgdic, trace_id=6xmx5332v5h16t17qo34598m, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:41:41 | WARN | api | Slow response detected (2817ms) endpoint=/orders/3670 (env=prod, region=us-east-1, ip=41.26.209.115, request_id=3r72117nftln4pek, trace_id=fovu14xqm3g6mhdyu13slwz6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:45:03 | WARN | api | Temporary network jitter detected rtt_ms=145 (env=prod, region=us-east-1, ip=151.78.95.219, request_id=40rnlauj3qecsp46, trace_id=cztodwqiylme6ky44zn6b0vg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:46:09 | WARN | api | Temporary network jitter detected rtt_ms=274 (env=prod, region=eu-west-1, ip=62.192.93.161, request_id=ivntzg0gn8jr4zbn, trace_id=gfjz3oene5m7t9x602s9qjbi, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:48:44 | WARN | api | High memory usage warning mem=96% (env=prod, region=eu-west-1, ip=181.18.247.5, request_id=acdhgzvvm6putp31, trace_id=eadd1nvsqj95mtkp868z6go5, ua="curl/8.4.0")
2026-02-01 08:49:00 | WARN | api | Slow response detected (2235ms) endpoint=/health (env=prod, region=us-east-1, ip=75.244.233.171, request_id=r48m1hjx4t33ugkn, trace_id=3sijumunygqld5d3ay2kxqsj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:49:12 | WARN | api | Rate limit nearing threshold remaining=38 (env=prod, region=us-east-1, ip=39.108.46.90, request_id=qsenpq144rluzzfr, trace_id=srm0jvl10sajjq4u76e73b8s, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:51:25 | WARN | api | Slow response detected (1530ms) endpoint=/notifications/push (env=prod, region=eu-west-1, ip=155.235.74.98, request_id=pijt0ytq5wdc5r2u, trace_id=4tzxjabnkrml4eg8mnvpn0th, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:52:27 | WARN | api | Slow response detected (3263ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=163.221.212.107, request_id=jwsxjaj5iy1atf5o, trace_id=my4rf6adwqcln6acu6mmj6gz, ua="PostmanRuntime/7.36.0")
2026-02-01 08:52:48 | WARN | api | Rate limit nearing threshold remaining=37 (env=prod, region=us-east-1, ip=195.254.20.71, request_id=f6np41dvosdohnxe, trace_id=u0ik5g109ltebha6wjak0e40, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:53:28 | WARN | api | Rate limit nearing threshold remaining=43 (env=prod, region=eu-west-1, ip=220.185.7.102, request_id=dcktypl9xe86onis, trace_id=ynn2425whsfibdcq30lzebe5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:54:39 | WARN | api | Slow response detected (1867ms) endpoint=/analytics/event (env=prod, region=ap-southeast-1, ip=101.211.43.82, request_id=sfgvg341op8e4fdx, trace_id=r9yt83ryg2ezusta0rhbg6fv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:56:30 | WARN | api | Circuit breaker half-open dependency=payments-api (env=prod, region=us-east-1, ip=182.129.222.155, request_id=gwlxtsdnpsubnc4m, trace_id=rxnx63cxp2ed1iw3kyl25d6w, ua="PostmanRuntime/7.36.0")
2026-02-01 08:57:46 | WARN | api | Slow response detected (1298ms) endpoint=/orders/1121 (env=prod, region=me-south-1, ip=128.176.177.132, request_id=k1bh45zdagpuxnya, trace_id=542t9zdhbw5fbd4gyzrn7qps, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:58:38 | WARN | api | Elevated error rate observed window_s=120 rate=8.2% (env=staging, region=eu-west-1, ip=147.190.243.241, request_id=cmitfzhmx4zksj47, trace_id=f7u6p3lctdxrzmwe7sgyi1yg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:58:45 | WARN | api | Slow response detected (2552ms) endpoint=/admin/config (env=prod, region=ap-southeast-1, ip=115.118.185.140, request_id=kmtoi8hvgxhbx1s4, trace_id=3v8dmajhg7gcifxinz2rb7oi, ua="PostmanRuntime/7.36.0")
2026-02-01 09:01:08 | WARN | api | Retrying request to upstream service attempt=5 (env=staging, region=ap-southeast-1, ip=10.48.32.234, request_id=7edq7isy6zmb4hkm, trace_id=zkodr9t01sj2cb5r45gopcwq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:02:00 | WARN | api | Elevated error rate observed window_s=120 rate=9.1% (env=prod, region=me-south-1, ip=40.176.166.193, request_id=7mjkpupqsf3fr6xk, trace_id=g1mjeym3ywbdyenmb1z14hlg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:03:08 | WARN | api | Queue backlog growing size=8718 (env=prod, region=eu-west-1, ip=93.212.45.28, request_id=pwcfgskvp4av4wcg, trace_id=uckizdszhd1h7x5lp1nouyp5, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:05:39 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=prod, region=me-south-1, ip=184.141.153.214, request_id=bfm2x7toridkz393, trace_id=8s35r807l6i25r4z6rwz5rh4, ua="PostmanRuntime/7.36.0")
2026-02-01 09:06:35 | WARN | api | Disk usage above 80% disk=87% (env=prod, region=ap-southeast-1, ip=24.234.4.135, request_id=96xep4fxk5i5mtoj, trace_id=ndh9wlz7us57w9hmxdi0h4aa, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:06:37 | WARN | api | Circuit breaker half-open dependency=redis (env=staging, region=ap-southeast-1, ip=199.68.172.102, request_id=fy55stl8d03gpbxx, trace_id=cc5558uljffwhkiy2r2thc40, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:07:53 | WARN | api | Circuit breaker half-open dependency=s3 (env=staging, region=me-south-1, ip=38.113.7.5, request_id=80ny351v7iv1op5s, trace_id=np04s2jaj1r72otdpoqzg0kr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:10:29 | WARN | api | Queue backlog growing size=5210 (env=prod, region=eu-west-1, ip=47.211.145.94, request_id=aawfyvt0y24okxbj, trace_id=cnf1q7yyo60ggsye5t9upju0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:14:47 | WARN | api | Retrying request to upstream service attempt=2 (env=prod, region=us-east-1, ip=226.125.113.208, request_id=ugetoe3y609p1op8, trace_id=ndcrkbvayvwtnlb37zuks7u3, ua="PostmanRuntime/7.36.0")
2026-02-01 09:15:33 | WARN | api | Slow response detected (3233ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=235.252.248.29, request_id=2wjkswttzn0r8td1, trace_id=2o99jdupxup7e46t2987qmo8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:16:28 | WARN | api | Payment provider latency high (443ms) (env=dev, region=ap-southeast-1, ip=105.41.10.11, request_id=qo666f9mottc0cf1, trace_id=1qqhwgofxv0lkzhpiney3r7a, ua="PostmanRuntime/7.36.0")
2026-02-01 09:16:46 | WARN | api | Queue backlog growing size=9695 (env=prod, region=ap-southeast-1, ip=175.105.254.120, request_id=rol1s6dcjrdvoa9j, trace_id=nelmmguve9r1ooy3wwwlijq4, ua="PostmanRuntime/7.36.0")
2026-02-01 09:16:57 | WARN | api | Circuit breaker half-open dependency=orders-api (env=prod, region=ap-southeast-1, ip=9.85.243.213, request_id=kx8gh84t0mrx4z48, trace_id=yl58zhqzehbx7j6qkcpna4eh, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:17:10 | WARN | api | Retrying request to upstream service attempt=3 (env=staging, region=us-east-1, ip=208.109.217.199, request_id=6xjf842c127jrnoo, trace_id=r5fyo8cfobwvdtbo6s4mhkax, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:18:27 | WARN | api | High memory usage warning mem=92% (env=staging, region=ap-southeast-1, ip=251.69.225.168, request_id=jp1g5b397l5d6auu, trace_id=3pfeo6eyb681s4lhwk9aeuj4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:19:33 | WARN | api | Disk usage above 80% disk=95% (env=prod, region=eu-west-1, ip=170.165.240.192, request_id=byi936if6zdz00jm, trace_id=e8iooxicoo29wq5ppgeqrw79, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:22:02 | WARN | api | Disk usage above 80% disk=93% (env=prod, region=eu-west-1, ip=31.4.49.23, request_id=5atbkugxhgyvwy6p, trace_id=ygk53n390667efg6qraq3g43, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
